WARD,PRECINCT,JOINID,Emanuel_M15,Wilson_M15,Fioretti_M15,Garcia_M15,Walls_M15
29,13,C29013,107,78,9,43,6
29,14,C29014,93,91,17,46,22
29,15,C29015,121,64,16,58,34
29,16,C29016,114,73,12,71,10
29,17,C29017,97,53,9,35,10
29,18,C29018,108,55,4,49,11
29,19,C29019,106,70,14,48,13
29,20,C29020,143,96,20,45,18
29,21,C29021,113,68,12,42,10
29,22,C29022,62,37,18,59,9
29,23,C29023,107,21,30,99,4
29,24,C29024,93,52,10,34,17
29,25,C29025,130,77,19,48,9
29,26,C29026,110,58,13,68,19
29,27,C29027,92,63,12,52,19
29,28,C29028,122,110,9,63,10
29,29,C29029,109,6,24,84,0
29,30,C29030,159,40,19,112,5
29,31,C29031,110,4,38,68,3
29,32,C29032,85,4,32,84,4
29,33,C29033,109,65,7,44,9
29,34,C29034,66,27,15,48,6
29,35,C29035,70,50,10,37,9
29,36,C29036,104,64,11,38,14
29,37,C29037,78,80,8,43,17
29,38,C29038,77,7,33,76,6
29,39,C29039,76,7,26,77,5
29,40,C29040,119,89,16,54,13
29,41,C29041,93,66,21,47,11
29,42,C29042,98,90,10,42,10
29,43,C29043,125,37,28,116,11
29,44,C29044,111,105,5,64,20
30,1,C30001,71,4,24,88,3
30,2,C30002,106,4,12,94,0
30,3,C30003,59,2,11,78,1
30,4,C30004,76,4,29,69,2
30,5,C30005,42,5,10,62,2
30,6,C30006,88,7,6,57,1
30,7,C30007,73,5,7,106,2
30,8,C30008,86,5,14,102,0
30,9,C30009,60,10,16,63,5
30,10,C30010,88,4,15,82,2
30,11,C30011,46,7,5,85,2
30,12,C30012,61,5,15,69,2
30,13,C30013,71,2,12,67,0
30,14,C30014,47,7,3,50,1
30,15,C30015,108,8,24,85,1
30,16,C30016,30,7,7,41,0
30,17,C30017,82,6,29,83,2
30,18,C30018,44,5,12,111,0
30,19,C30019,38,0,8,99,1
30,20,C30020,72,6,9,123,0
30,21,C30021,68,6,16,85,2
30,22,C30022,57,5,15,108,3
30,23,C30023,55,9,9,76,1
30,24,C30024,52,8,9,97,2
30,25,C30025,78,4,12,103,5
30,26,C30026,51,3,9,46,0
30,27,C30027,50,2,14,44,2
30,28,C30028,93,2,9,99,2
30,29,C30029,33,1,3,53,0
30,30,C30030,25,0,4,32,0
30,31,C30031,56,4,8,67,3
30,32,C30032,52,2,15,65,2
31,1,C31001,52,3,5,86,1
31,2,C31002,61,2,7,68,0
31,3,C31003,71,1,10,63,1
31,4,C31004,57,2,1,107,4
31,5,C31005,70,5,4,81,0
31,6,C31006,74,3,7,67,1
31,7,C31007,45,1,3,87,2
31,8,C31008,49,4,6,41,0
31,9,C31009,69,3,7,54,2
31,10,C31010,59,3,8,54,1
31,11,C31011,52,4,4,52,0
31,12,C31012,61,2,6,57,0
31,13,C31013,47,3,7,83,2
31,14,C31014,64,7,11,46,1
31,15,C31015,43,6,11,64,0
31,16,C31016,39,2,8,145,4
31,17,C31017,66,6,17,75,1
31,18,C31018,72,4,4,77,2
31,19,C31019,58,3,8,61,0
31,20,C31020,64,6,5,55,3
31,21,C31021,58,2,8,69,3
31,22,C31022,35,1,3,88,0
31,23,C31023,51,5,6,70,1
31,24,C31024,81,4,8,96,1
31,25,C31025,46,3,8,59,2
31,26,C31026,80,4,4,83,3
31,27,C31027,69,2,4,90,2
31,28,C31028,50,3,6,56,1
31,29,C31029,100,9,7,78,3
31,30,C31030,43,1,0,46,3
31,31,C31031,53,5,14,79,0
31,32,C31032,44,2,8,70,0
31,33,C31033,48,2,12,72,0
31,34,C31034,56,10,11,57,0
31,35,C31035,69,2,10,90,1
31,36,C31036,73,2,17,82,1
31,37,C31037,64,3,6,63,2
31,38,C31038,56,3,2,67,0
31,39,C31039,33,4,6,102,1
31,40,C31040,49,3,12,81,4
31,41,C31041,50,1,0,75,1
32,1,C32001,99,4,15,64,2
32,2,C32002,93,3,19,53,2
32,3,C32003,93,6,22,162,2
32,4,C32004,114,5,31,62,1
32,5,C32005,107,0,31,71,2
32,6,C32006,97,5,12,49,0
32,7,C32007,108,7,17,62,3
32,8,C32008,109,2,11,42,1
32,9,C32009,110,3,17,81,1
32,10,C32010,112,9,13,60,0
32,11,C32011,72,6,10,152,1
32,12,C32012,66,6,13,128,3
32,13,C32013,114,4,16,38,1
32,14,C32014,63,2,21,119,1
32,15,C32015,96,9,17,75,0
32,16,C32016,85,3,22,104,3
32,17,C32017,75,6,22,139,2
32,18,C32018,118,1,12,40,0
32,19,C32019,68,4,16,79,2
32,20,C32020,61,10,13,180,4
32,21,C32021,122,2,20,97,5
32,22,C32022,86,8,20,166,4
32,23,C32023,110,2,30,68,0
32,24,C32024,62,3,10,24,0
32,25,C32025,92,2,16,74,1
32,26,C32026,85,0,26,140,1
32,27,C32027,127,6,5,58,1
32,28,C32028,75,7,14,137,3
32,29,C32029,107,5,14,112,0
32,30,C32030,112,5,6,33,0
32,31,C32031,110,4,16,59,1
32,32,C32032,104,3,21,73,0
32,33,C32033,115,5,20,54,2
32,34,C32034,73,8,20,82,0
32,35,C32035,97,0,14,64,1
32,36,C32036,104,6,19,53,1
32,37,C32037,57,5,20,72,3
32,38,C32038,90,1,12,66,1
32,39,C32039,116,5,8,43,1
32,40,C32040,128,1,15,70,1
32,41,C32041,111,10,6,64,2
32,42,C32042,91,4,18,68,2
32,43,C32043,77,1,12,122,3
33,1,C33001,86,11,18,152,2
33,2,C33002,138,17,15,168,8
33,3,C33003,94,10,17,184,2
33,4,C33004,106,4,18,155,1
33,5,C33005,102,3,21,89,1
33,6,C33006,101,4,16,116,3
33,7,C33007,130,13,21,133,7
33,8,C33008,208,12,36,203,4
33,9,C33009,141,6,15,131,3
33,10,C33010,168,18,18,106,5
33,11,C33011,103,5,17,151,2
33,12,C33012,119,2,18,148,4
33,13,C33013,75,5,19,143,7
33,14,C33014,37,3,8,68,0
33,15,C33015,124,11,25,172,1
33,16,C33016,183,19,22,184,5
33,17,C33017,124,11,21,157,5
33,18,C33018,93,8,17,184,5
33,19,C33019,94,10,16,117,7
33,20,C33020,125,13,25,153,2
33,21,C33021,119,8,15,145,4
33,22,C33022,180,6,14,154,1
33,23,C33023,118,14,22,154,8
33,24,C33024,222,15,43,207,3
33,25,C33025,131,19,17,160,7
33,26,C33026,54,5,12,124,3
33,27,C33027,83,10,13,113,2
33,28,C33028,74,10,13,113,3
34,1,C34001,145,53,10,81,15
34,2,C34002,114,60,2,51,16
34,3,C34003,130,48,9,53,15
34,4,C34004,89,48,3,53,12
34,5,C34005,108,39,12,58,12
34,6,C34006,136,81,12,57,25
34,7,C34007,154,61,7,55,19
34,8,C34008,67,51,9,45,13
34,9,C34009,83,70,7,32,4
34,10,C34010,121,65,9,56,6
34,11,C34011,90,50,5,37,16
34,12,C34012,128,57,7,76,18
34,13,C34013,100,90,8,56,17
34,14,C34014,82,56,11,25,15
34,15,C34015,78,49,6,29,13
34,16,C34016,80,63,6,40,7
34,17,C34017,148,62,9,69,19
34,18,C34018,86,55,4,35,10
34,19,C34019,104,63,10,43,18
34,20,C34020,168,70,11,64,13
34,21,C34021,155,82,18,74,16
34,22,C34022,135,50,6,54,20
34,23,C34023,101,57,6,43,6
34,24,C34024,92,50,7,50,14
34,25,C34025,133,78,4,62,19
34,26,C34026,130,71,9,52,13
34,27,C34027,88,69,6,36,18
34,28,C34028,80,49,7,17,6
34,29,C34029,74,65,4,39,17
34,30,C34030,127,68,11,59,20
34,31,C34031,87,55,4,22,11
34,32,C34032,119,63,6,36,11
34,33,C34033,91,69,8,29,9
34,34,C34034,121,57,7,64,22
34,35,C34035,110,64,8,56,21
34,36,C34036,92,75,11,67,10
34,37,C34037,66,46,3,30,8
34,38,C34038,69,49,6,20,2
34,39,C34039,78,50,7,31,21
34,40,C34040,113,68,10,58,12
34,41,C34041,85,42,10,28,14
34,42,C34042,122,60,6,69,18
34,43,C34043,116,53,12,53,17
34,44,C34044,132,62,7,46,13
34,45,C34045,155,39,8,48,18
34,46,C34046,89,36,9,39,5
34,47,C34047,113,59,1,35,14
34,48,C34048,120,76,5,76,23
34,49,C34049,120,73,17,81,22
34,50,C34050,85,71,8,34,12
34,51,C34051,140,60,13,79,13
34,52,C34052,108,33,9,58,11
34,53,C34053,65,37,3,21,4
35,1,C35001,76,4,15,145,1
35,2,C35002,88,2,16,183,3
35,3,C35003,47,9,8,123,4
35,4,C35004,102,4,15,133,1
35,5,C35005,56,13,10,105,2
35,6,C35006,63,6,11,102,2
35,7,C35007,48,7,11,147,1
35,8,C35008,42,7,7,125,1
35,9,C35009,88,16,11,133,3
35,10,C35010,73,5,17,181,2
35,11,C35011,80,8,14,133,2
35,12,C35012,24,3,4,100,1
35,13,C35013,50,6,2,83,1
35,14,C35014,50,4,5,108,1
35,15,C35015,61,3,16,175,2
35,16,C35016,35,6,2,86,2
35,17,C35017,83,11,4,104,3
35,18,C35018,79,0,2,115,2
35,19,C35019,36,3,6,91,1
35,20,C35020,60,5,8,76,2
35,21,C35021,68,5,9,104,0
35,22,C35022,99,3,16,105,0
35,23,C35023,86,6,16,111,3
35,24,C35024,68,4,16,97,1
35,25,C35025,82,5,11,122,1
35,26,C35026,70,6,20,86,2
35,27,C35027,74,8,11,99,2
35,28,C35028,73,3,8,117,4
35,29,C35029,71,11,8,88,0
35,30,C35030,88,9,14,84,7
35,31,C35031,90,6,23,119,3
36,1,C36001,88,6,20,103,4
36,2,C36002,56,9,8,102,4
36,3,C36003,82,14,19,88,2
36,4,C36004,71,16,7,107,0
36,5,C36005,86,26,12,85,1
36,6,C36006,62,14,3,91,0
36,7,C36007,157,12,58,97,2
36,8,C36008,39,10,10,87,0
36,9,C36009,43,8,7,93,2
36,10,C36010,76,14,14,105,4
36,11,C36011,55,1,8,69,0
36,12,C36012,45,4,5,72,0
36,13,C36013,36,9,3,90,0
36,14,C36014,96,7,35,103,1
36,15,C36015,107,9,42,109,1
36,16,C36016,106,13,25,91,2
36,17,C36017,119,6,23,110,0
36,18,C36018,116,7,21,87,5
36,19,C36019,68,11,27,114,4
36,20,C36020,89,6,31,103,3
36,21,C36021,62,7,10,76,3
36,22,C36022,28,3,10,76,1
36,23,C36023,63,14,6,77,0
36,24,C36024,88,3,39,88,1
36,25,C36025,46,7,5,100,0
36,26,C36026,87,14,35,58,4
36,27,C36027,94,7,25,65,5
36,28,C36028,83,9,33,96,1
36,29,C36029,128,12,45,91,1
36,30,C36030,104,3,25,98,1
37,1,C37001,98,49,4,30,8
37,2,C37002,45,34,4,39,5
37,3,C37003,60,46,5,27,10
37,4,C37004,70,53,13,47,6
37,5,C37005,113,68,7,51,12
37,6,C37006,91,68,10,47,22
37,7,C37007,60,34,12,42,12
37,8,C37008,60,35,6,30,0
37,9,C37009,87,66,12,34,10
37,10,C37010,98,52,9,74,14
37,11,C37011,63,41,10,32,9
37,12,C37012,60,33,6,50,8
37,13,C37013,69,43,2,35,9
37,14,C37014,90,76,9,40,3
37,15,C37015,122,56,12,40,10
37,16,C37016,109,70,13,45,11
37,17,C37017,70,62,6,23,6
37,18,C37018,93,61,11,44,10
37,19,C37019,42,51,11,27,9
37,20,C37020,51,60,4,32,8
37,21,C37021,76,51,12,48,6
37,22,C37022,81,39,10,66,4
37,23,C37023,93,80,12,46,14
37,24,C37024,88,62,5,35,13
37,25,C37025,97,67,9,38,8
37,26,C37026,131,70,11,55,10
37,27,C37027,67,77,15,41,10
37,28,C37028,67,44,4,56,10
37,29,C37029,85,65,10,55,19
37,30,C37030,76,61,13,36,9
37,31,C37031,109,65,16,46,10
37,32,C37032,78,55,7,53,21
37,33,C37033,119,57,10,39,10
37,34,C37034,94,60,7,31,12
37,35,C37035,110,71,12,44,10
37,36,C37036,94,51,5,34,7
37,37,C37037,85,74,11,33,10
37,38,C37038,90,71,17,59,15
37,39,C37039,75,50,10,52,10
37,40,C37040,93,76,5,50,15
37,41,C37041,106,68,6,48,4
38,1,C38001,118,4,21,86,4
38,2,C38002,185,13,96,111,1
38,3,C38003,125,5,29,83,3
38,4,C38004,154,7,53,86,2
38,5,C38005,134,6,48,101,1
38,6,C38006,112,5,45,102,2
38,7,C38007,139,10,75,93,1
38,8,C38008,117,6,34,96,3
38,9,C38009,174,6,56,98,2
38,10,C38010,102,6,36,69,5
38,11,C38011,106,4,24,89,1
38,12,C38012,165,10,63,80,2
38,13,C38013,127,10,54,123,4
38,14,C38014,116,6,41,96,5
38,15,C38015,115,5,26,88,1
38,16,C38016,133,7,50,92,0
38,17,C38017,143,12,74,107,1
38,18,C38018,136,9,37,90,6
38,19,C38019,166,7,38,60,2
38,20,C38020,128,7,55,86,2
38,21,C38021,90,8,27,98,0
38,22,C38022,124,5,33,82,3
38,23,C38023,157,14,43,76,4
38,24,C38024,184,11,55,111,1
38,25,C38025,95,9,33,70,1
38,26,C38026,154,5,29,73,4
38,27,C38027,147,6,45,88,3
38,28,C38028,171,5,69,106,2
38,29,C38029,133,8,42,66,2
38,30,C38030,123,7,67,91,1
38,31,C38031,127,6,36,111,1
38,32,C38032,112,11,28,71,2
38,33,C38033,99,12,26,87,2
38,34,C38034,101,10,20,94,3
38,35,C38035,99,6,34,115,2
38,36,C38036,117,6,19,78,1
38,37,C38037,117,7,31,126,1
38,38,C38038,128,11,35,69,9
38,39,C38039,146,12,27,108,1
38,40,C38040,144,8,31,78,0
38,41,C38041,145,3,20,89,4
39,1,C39001,138,5,38,100,2
39,2,C39002,245,10,16,71,7
39,3,C39003,125,14,21,84,1
39,4,C39004,139,4,42,94,5
39,5,C39005,139,3,26,115,2
39,6,C39006,108,3,37,102,1
39,7,C39007,112,5,23,105,1
39,8,C39008,106,9,25,157,4
39,9,C39009,146,4,23,80,3
39,10,C39010,68,4,8,52,1
39,11,C39011,119,6,27,91,2
39,12,C39012,125,15,10,129,1
39,13,C39013,103,9,26,87,0
39,14,C39014,97,9,21,68,2
39,15,C39015,204,7,36,78,2
39,16,C39016,80,3,6,78,4
39,17,C39017,140,7,37,116,2
39,18,C39018,108,3,15,130,0
39,19,C39019,129,4,31,103,2
39,20,C39020,151,12,46,120,2
39,21,C39021,111,12,38,80,3
39,22,C39022,64,10,16,82,0
39,23,C39023,153,12,43,91,2
39,24,C39024,168,11,57,149,3
39,25,C39025,78,6,15,70,2
39,26,C39026,130,4,36,107,2
39,27,C39027,33,2,10,18,0
39,28,C39028,125,13,33,134,2
39,29,C39029,61,3,12,36,0
39,30,C39030,119,12,22,140,7
39,31,C39031,91,4,23,89,2
39,32,C39032,123,8,15,89,1
39,33,C39033,114,13,13,108,4
39,34,C39034,129,10,22,93,5
39,35,C39035,110,14,18,138,8
39,36,C39036,61,8,12,30,1
39,37,C39037,172,14,28,107,1
39,38,C39038,113,0,19,47,1
39,39,C39039,82,3,11,78,1
39,40,C39040,126,4,33,73,1
39,41,C39041,161,18,48,114,1
39,42,C39042,170,10,45,92,1
39,43,C39043,158,4,39,105,3
39,44,C39044,112,12,30,85,2
39,45,C39045,153,12,35,87,2
40,1,C40001,113,4,17,72,2
40,2,C40002,106,7,26,82,10
40,3,C40003,115,5,13,125,1
40,4,C40004,78,7,13,63,5
40,5,C40005,121,6,13,110,1
40,6,C40006,94,8,18,139,3
40,7,C40007,138,4,22,125,0
40,8,C40008,120,2,29,155,2
40,9,C40009,125,14,11,54,4
40,10,C40010,114,8,17,95,4
40,11,C40011,146,4,22,117,3
40,12,C40012,74,4,7,70,4
40,13,C40013,110,7,23,153,2
40,14,C40014,111,8,5,66,4
40,15,C40015,118,6,18,83,2
40,16,C40016,123,2,15,143,1
40,17,C40017,118,9,20,92,1
40,18,C40018,78,22,9,67,4
40,19,C40019,160,6,30,115,8
40,20,C40020,116,9,20,70,2
40,21,C40021,152,6,15,132,1
40,22,C40022,108,6,9,99,1
40,23,C40023,163,15,11,126,3
40,24,C40024,99,11,17,66,3
40,25,C40025,123,6,14,119,4
40,26,C40026,128,7,14,139,0
40,27,C40027,121,17,19,172,3
40,28,C40028,116,12,14,144,1
40,29,C40029,172,6,22,94,2
40,30,C40030,187,10,25,106,2
40,31,C40031,121,2,12,149,1
40,32,C40032,134,5,21,120,1
40,33,C40033,122,6,16,132,1
40,34,C40034,133,7,16,100,1
40,35,C40035,97,12,10,58,6
40,36,C40036,125,9,13,97,1
40,37,C40037,109,13,15,114,1
40,38,C40038,114,3,22,150,1
40,39,C40039,32,5,3,23,3
41,1,C41001,138,13,65,108,4
41,2,C41002,172,11,73,102,2
41,3,C41003,124,6,42,130,5
41,4,C41004,183,8,55,124,1
41,5,C41005,156,12,42,95,2
41,6,C41006,206,15,46,91,3
41,7,C41007,199,6,67,120,6
41,8,C41008,151,6,65,111,2
41,9,C41009,135,2,63,106,0
41,10,C41010,194,10,63,103,2
41,11,C41011,169,14,69,107,3
41,12,C41012,147,6,59,93,2
41,13,C41013,150,6,103,99,2
41,14,C41014,200,11,37,112,1
41,15,C41015,165,15,72,125,3
41,16,C41016,138,10,50,97,2
41,17,C41017,159,8,47,98,3
41,18,C41018,138,8,68,85,3
41,19,C41019,188,18,57,116,0
41,20,C41020,157,5,38,75,1
41,21,C41021,180,10,53,76,2
41,22,C41022,148,16,70,104,3
41,23,C41023,165,11,59,86,1
41,24,C41024,147,1,47,102,1
41,25,C41025,71,8,20,40,2
41,26,C41026,148,18,61,111,4
41,27,C41027,110,3,28,57,1
41,28,C41028,101,9,16,57,3
41,29,C41029,85,6,18,42,1
41,30,C41030,130,5,68,114,2
41,31,C41031,245,9,47,95,2
41,32,C41032,125,9,43,69,3
41,33,C41033,131,12,77,76,0
41,34,C41034,135,3,56,74,3
41,35,C41035,161,17,65,114,6
41,36,C41036,144,7,52,94,1
41,37,C41037,155,9,63,108,2
41,38,C41038,127,1,53,100,4
41,39,C41039,160,12,51,114,3
41,40,C41040,168,12,83,129,2
41,41,C41041,168,8,65,101,0
41,42,C41042,142,16,75,95,3
41,43,C41043,151,6,54,113,3
41,44,C41044,170,13,71,112,3
41,45,C41045,106,14,58,96,3
41,46,C41046,171,17,50,130,3
41,47,C41047,140,9,60,99,4
42,1,C42001,243,7,12,42,1
42,2,C42002,122,5,15,37,1
42,3,C42003,96,2,24,46,3
42,4,C42004,230,9,19,51,3
42,5,C42005,116,1,6,13,2
42,6,C42006,236,10,30,85,5
42,7,C42007,223,11,14,31,2
42,8,C42008,193,10,18,45,3
42,9,C42009,131,10,12,49,2
42,10,C42010,132,8,14,30,3
42,11,C42011,158,10,20,41,3
42,12,C42012,155,3,9,30,1
42,13,C42013,237,9,39,57,5
42,14,C42014,118,2,3,29,0
42,15,C42015,95,3,9,18,0
42,16,C42016,140,10,15,37,0
42,17,C42017,160,8,9,14,1
42,18,C42018,110,7,7,27,2
42,19,C42019,215,9,20,34,2
42,20,C42020,104,3,11,18,0
42,21,C42021,98,2,10,34,0
42,22,C42022,88,5,8,10,0
42,23,C42023,150,3,7,17,0
42,24,C42024,186,8,13,33,3
42,25,C42025,158,10,8,46,3
42,26,C42026,188,4,10,28,2
42,27,C42027,154,7,12,47,0
42,28,C42028,214,7,15,84,7
42,29,C42029,133,2,17,28,0
42,30,C42030,205,5,15,49,0
42,31,C42031,156,5,6,33,2
42,32,C42032,117,0,6,22,1
42,33,C42033,130,11,16,40,2
42,34,C42034,225,5,9,24,2
42,35,C42035,219,15,16,44,3
42,36,C42036,145,5,15,35,3
42,37,C42037,92,3,6,14,2
42,38,C42038,133,7,6,34,0
42,39,C42039,94,4,10,25,3
42,40,C42040,152,6,6,25,1
42,41,C42041,129,6,15,35,1
42,42,C42042,178,5,16,35,2
43,1,C43001,103,16,5,27,3
43,2,C43002,178,6,12,48,1
43,3,C43003,218,0,18,43,0
43,4,C43004,177,6,23,29,0
43,5,C43005,145,5,13,32,1
43,6,C43006,102,5,13,36,0
43,7,C43007,142,9,10,34,0
43,8,C43008,160,11,7,42,0
43,9,C43009,234,10,11,59,3
43,10,C43010,177,6,20,46,2
43,11,C43011,131,4,10,30,0
43,12,C43012,123,2,14,24,0
43,13,C43013,175,14,12,48,3
43,14,C43014,218,8,10,51,0
43,15,C43015,168,4,23,50,1
43,16,C43016,150,7,20,41,0
43,17,C43017,147,5,11,31,1
43,18,C43018,197,4,20,52,1
43,19,C43019,194,7,22,47,3
43,20,C43020,213,6,12,75,3
43,21,C43021,174,9,22,61,0
43,22,C43022,94,4,11,27,1
43,23,C43023,80,3,2,23,0
43,24,C43024,138,12,11,30,6
43,25,C43025,175,11,13,52,1
43,26,C43026,155,3,14,42,2
43,27,C43027,201,4,13,44,0
43,28,C43028,227,4,17,37,5
43,29,C43029,157,6,10,69,1
43,30,C43030,166,5,21,35,0
43,31,C43031,182,17,19,61,4
43,32,C43032,214,4,12,54,1
43,33,C43033,244,7,19,39,1
43,34,C43034,147,5,10,42,2
43,35,C43035,268,5,36,31,0
43,36,C43036,42,2,10,25,4
43,37,C43037,135,3,19,33,4
43,38,C43038,225,5,8,32,2
43,39,C43039,130,4,12,47,4
43,40,C43040,78,5,8,43,7
43,41,C43041,213,5,20,68,2
43,42,C43042,150,4,11,54,4
43,43,C43043,259,5,26,45,0
43,44,C43044,186,6,15,47,1
43,45,C43045,140,5,16,26,3
43,46,C43046,76,5,4,26,0
44,1,C44001,240,15,24,92,5
44,2,C44002,123,5,18,57,0
44,3,C44003,210,5,12,44,0
44,4,C44004,248,4,14,57,0
44,5,C44005,128,5,12,59,6
44,6,C44006,131,6,16,63,1
44,7,C44007,172,4,15,44,2
44,8,C44008,158,7,22,80,1
44,9,C44009,104,2,10,52,0
44,10,C44010,98,6,12,46,0
44,11,C44011,125,5,18,61,0
44,12,C44012,170,4,15,75,1
44,13,C44013,116,4,11,35,0
44,14,C44014,107,2,7,57,1
44,15,C44015,133,5,13,57,0
44,16,C44016,133,4,12,75,4
44,17,C44017,215,4,12,75,3
44,18,C44018,135,7,12,44,1
44,19,C44019,170,4,24,92,1
44,20,C44020,78,6,16,46,0
44,21,C44021,143,7,7,63,0
44,22,C44022,190,8,23,67,2
44,23,C44023,103,6,12,47,1
44,24,C44024,192,3,14,78,1
44,25,C44025,127,2,10,51,2
44,26,C44026,131,4,8,62,1
44,27,C44027,140,6,16,66,1
44,28,C44028,160,5,19,64,1
44,29,C44029,113,2,11,62,3
44,30,C44030,129,6,12,58,1
44,31,C44031,117,5,12,54,2
44,32,C44032,161,3,13,79,2
44,33,C44033,121,5,9,72,2
44,34,C44034,168,7,13,78,1
44,35,C44035,236,10,19,76,1
44,36,C44036,125,3,5,62,1
44,37,C44037,170,3,12,74,7
44,38,C44038,124,2,14,48,3
44,39,C44039,113,1,9,46,1
44,40,C44040,149,6,8,67,0
44,41,C44041,149,13,13,58,2
45,1,C45001,89,5,21,93,1
45,2,C45002,85,1,14,91,2
45,3,C45003,113,4,18,95,1
45,4,C45004,144,11,38,141,6
45,5,C45005,168,12,23,108,5
45,6,C45006,191,10,26,131,2
45,7,C45007,190,13,38,153,0
45,8,C45008,123,12,14,113,1
45,9,C45009,115,5,30,114,2
45,10,C45010,139,4,30,117,1
45,11,C45011,76,12,17,81,1
45,12,C45012,122,12,25,104,3
45,13,C45013,131,7,47,105,2
45,14,C45014,173,16,30,115,1
45,15,C45015,203,6,49,161,6
45,16,C45016,126,11,29,90,5
45,17,C45017,160,10,39,97,6
45,18,C45018,129,7,43,118,0
45,19,C45019,90,4,18,48,3
45,20,C45020,82,9,21,70,1
45,21,C45021,150,6,35,107,1
45,22,C45022,147,5,49,73,1
45,23,C45023,157,8,44,83,1
45,24,C45024,129,7,38,84,3
45,25,C45025,99,6,42,67,0
45,26,C45026,71,7,35,50,1
45,27,C45027,110,10,44,99,3
45,28,C45028,118,11,20,85,4
45,29,C45029,96,6,30,51,10
45,30,C45030,128,8,22,87,1
45,31,C45031,129,10,23,81,2
45,32,C45032,131,8,22,83,1
45,33,C45033,88,6,12,67,2
45,34,C45034,165,8,28,90,4
45,35,C45035,153,18,55,107,5
45,36,C45036,146,14,61,115,4
45,37,C45037,149,11,24,97,0
45,38,C45038,123,6,24,94,3
45,39,C45039,129,7,46,95,2
45,40,C45040,150,12,47,89,3
45,41,C45041,147,7,58,93,2
45,42,C45042,172,11,54,102,0
45,43,C45043,146,8,68,121,2
45,44,C45044,168,6,49,95,1
45,45,C45045,97,10,52,61,1
45,46,C45046,86,7,32,73,4
45,47,C45047,98,8,49,84,1
45,48,C45048,112,4,49,67,4
46,1,C46001,134,15,19,95,6
46,2,C46002,135,14,6,95,2
46,3,C46003,221,11,11,82,3
46,4,C46004,171,11,12,97,3
46,5,C46005,126,8,14,72,2
46,6,C46006,139,12,12,82,3
46,7,C46007,271,14,22,97,6
46,8,C46008,110,26,10,73,8
46,9,C46009,144,4,15,89,3
46,10,C46010,131,6,18,75,3
46,11,C46011,167,19,11,59,1
46,12,C46012,123,11,10,113,2
46,13,C46013,139,4,16,81,4
46,14,C46014,172,52,11,100,7
46,15,C46015,162,6,12,67,4
46,16,C46016,139,7,17,108,0
46,17,C46017,221,15,17,84,3
46,18,C46018,133,10,12,82,2
46,19,C46019,138,2,14,56,3
46,20,C46020,133,30,15,87,9
46,21,C46021,107,5,12,58,2
46,22,C46022,101,16,8,110,0
46,23,C46023,126,20,8,60,3
46,24,C46024,195,7,15,75,2
46,25,C46025,119,16,10,123,2
46,26,C46026,112,6,19,82,6
46,27,C46027,151,13,15,75,3
46,28,C46028,223,6,8,93,4
46,29,C46029,142,7,11,80,3
46,30,C46030,139,11,14,92,7
46,31,C46031,113,5,13,81,2
46,32,C46032,184,31,8,92,4
46,33,C46033,198,7,14,87,0
46,34,C46034,155,10,14,85,1
46,35,C46035,184,15,14,83,5
46,36,C46036,176,8,16,78,3
46,37,C46037,138,22,6,42,1
46,38,C46038,118,21,9,66,5
46,39,C46039,147,6,17,64,0
46,40,C46040,142,11,13,96,3
47,1,C47001,59,4,8,49,0
47,2,C47002,186,6,26,121,4
47,3,C47003,263,9,13,91,0
47,4,C47004,161,3,19,117,3
47,5,C47005,146,9,14,95,2
47,6,C47006,134,3,22,76,3
47,7,C47007,109,9,15,83,3
47,8,C47008,171,4,22,87,2
47,9,C47009,93,5,14,78,1
47,10,C47010,133,5,10,124,1
47,11,C47011,97,3,16,62,5
47,12,C47012,149,6,11,126,0
47,13,C47013,118,3,16,124,4
47,14,C47014,141,13,13,98,2
47,15,C47015,96,7,18,159,1
47,16,C47016,158,8,16,130,2
47,17,C47017,128,5,18,86,1
47,18,C47018,145,5,8,82,2
47,19,C47019,121,7,12,123,1
47,20,C47020,138,7,25,117,2
47,21,C47021,121,5,14,114,4
47,22,C47022,156,6,21,138,0
47,23,C47023,97,8,17,126,0
47,24,C47024,123,2,16,76,0
47,25,C47025,114,10,4,109,1
47,26,C47026,116,1,11,124,1
47,27,C47027,127,2,14,81,2
47,28,C47028,156,3,17,131,3
47,29,C47029,140,6,15,104,2
47,30,C47030,133,6,18,120,0
47,31,C47031,110,1,14,125,0
47,32,C47032,127,4,17,134,0
47,33,C47033,144,3,9,63,3
47,34,C47034,178,8,14,115,4
47,35,C47035,138,7,19,83,2
47,36,C47036,142,5,18,132,1
47,37,C47037,157,6,13,115,0
47,38,C47038,133,4,11,106,0
47,39,C47039,165,2,19,95,2
47,40,C47040,163,9,15,133,3
47,41,C47041,131,6,15,136,6
47,42,C47042,98,5,10,120,3
47,43,C47043,124,7,18,68,2
47,44,C47044,165,10,12,70,4
47,45,C47045,128,7,23,112,2
47,46,C47046,126,6,17,112,2
47,47,C47047,131,5,14,103,2
47,48,C47048,38,2,0,12,0
48,1,C48001,82,3,13,117,5
48,2,C48002,75,1,3,58,2
48,3,C48003,120,13,21,97,3
48,4,C48004,150,5,7,81,2
48,5,C48005,122,3,9,75,4
48,6,C48006,143,17,6,89,4
